Posture,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
supine,0.01,-0.01,1.00,0.00,0.12,-0.12,35.00,-35.00,0.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.18,35.00,-37.00,0.00
supine,0.01,-0.01,1.00,0.06,0.12,-0.18,35.00,-36.00,3.00
supine,0.01,-0.01,1.00,-0.06,0.18,-0.18,32.00,-36.00,6.00
supine,0.01,-0.02,1.00,-0.06,0.18,-0.18,31.00,-34.00,0.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.12,35.00,-37.00,2.00
supine,0.01,-0.01,1.00,0.00,0.06,-0.24,34.00,-36.00,6.00
supine,0.01,-0.01,1.00,0.00,0.06,-0.18,33.00,-36.00,3.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.12,32.00,-36.00,5.00
supine,0.01,-0.02,1.00,0.06,0.18,-0.18,33.00,-38.00,5.00
supine,0.01,-0.01,1.00,0.00,0.18,-0.24,30.00,-39.00,4.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,35.00,-39.00,4.00
supine,0.01,-0.01,1.00,0.00,0.06,-0.12,32.00,-35.00,6.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.24,32.00,-36.00,0.00
supine,0.01,-0.01,1.00,0.06,0.12,-0.24,34.00,-35.00,4.00
supine,0.01,-0.01,1.00,0.00,0.12,-0.18,34.00,-38.00,0.00
supine,0.01,-0.01,1.00,0.06,0.06,-0.12,35.00,-34.00,1.00
supine,0.01,-0.01,1.00,0.18,0.12,-0.24,32.00,-37.00,2.00
supine,0.01,-0.02,1.00,0.00,0.00,-0.12,33.00,-34.00,2.00
supine,0.01,-0.02,1.00,0.06,0.18,-0.24,35.00,-36.00,2.00
supine,0.01,-0.01,1.00,0.06,0.12,-0.18,33.00,-35.00,3.00
supine,0.01,-0.01,1.00,0.00,0.12,-0.18,36.00,-34.00,4.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.18,32.00,-37.00,4.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.12,33.00,-38.00,1.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.18,33.00,-36.00,3.00
supine,0.01,-0.01,1.00,0.12,0.06,-0.18,35.00,-36.00,4.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,36.00,-36.00,4.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.18,34.00,-39.00,3.00
supine,0.01,-0.01,1.00,0.06,0.06,-0.24,35.00,-36.00,2.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.24,32.00,-37.00,2.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,34.00,-36.00,1.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.18,32.00,-36.00,-2.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.12,35.00,-35.00,3.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.18,32.00,-38.00,0.00
supine,0.01,-0.01,1.00,-0.06,0.18,-0.12,32.00,-34.00,1.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,33.00,-36.00,0.00
supine,0.01,-0.02,1.00,0.00,0.18,-0.18,33.00,-36.00,3.00
supine,0.01,-0.02,1.00,0.00,0.06,-0.18,34.00,-38.00,1.00
supine,0.01,-0.02,1.00,-0.06,0.12,-0.12,33.00,-35.00,2.00
supine,0.01,-0.01,1.00,0.00,0.12,-0.18,32.00,-36.00,3.00
supine,0.01,-0.01,1.00,0.00,0.12,-0.18,33.00,-36.00,1.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.18,34.00,-38.00,5.00
supine,0.01,-0.01,1.00,0.00,0.12,-0.06,33.00,-35.00,1.00
supine,0.01,-0.01,1.00,0.12,0.12,-0.12,33.00,-33.00,0.00
supine,0.01,-0.02,1.00,0.06,0.18,-0.18,33.00,-36.00,3.00
supine,0.01,-0.01,1.00,0.00,0.12,-0.31,32.00,-37.00,4.00
supine,0.01,-0.01,1.00,0.06,0.06,-0.18,32.00,-36.00,2.00
supine,0.01,-0.02,1.00,0.00,0.18,-0.18,33.00,-37.00,5.00
supine,0.01,-0.01,1.00,0.00,0.12,-0.12,34.00,-37.00,1.00
supine,0.01,-0.01,1.00,0.00,0.12,-0.24,32.00,-37.00,0.00
supine,0.01,-0.01,1.00,0.00,0.18,-0.18,34.00,-36.00,7.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.18,34.00,-35.00,0.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.12,34.00,-38.00,5.00
supine,0.01,-0.01,1.00,0.00,0.18,-0.24,32.00,-35.00,3.00
supine,0.01,-0.02,1.00,0.00,0.06,-0.18,35.00,-36.00,7.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.12,33.00,-37.00,3.00
supine,0.01,-0.01,1.00,0.06,0.18,-0.18,33.00,-35.00,3.00
supine,0.01,-0.01,1.00,0.00,0.24,-0.18,33.00,-36.00,8.00
supine,0.01,-0.02,1.00,0.00,0.06,-0.18,33.00,-35.00,3.00
supine,0.01,-0.01,1.00,-0.06,0.12,-0.24,33.00,-37.00,1.00
supine,0.01,-0.01,1.00,0.00,0.18,-0.12,35.00,-37.00,-1.00
supine,0.01,-0.02,1.00,0.06,0.18,-0.24,32.00,-38.00,4.00
supine,0.01,-0.02,1.00,0.12,0.12,-0.18,33.00,-36.00,-1.00
supine,0.01,-0.01,1.00,0.06,0.12,-0.24,33.00,-38.00,2.00
supine,0.01,-0.02,1.00,0.06,0.18,-0.06,33.00,-38.00,4.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,34.00,-38.00,4.00
supine,0.01,-0.01,1.00,0.00,0.06,-0.18,33.00,-38.00,3.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.12,32.00,-35.00,2.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.12,32.00,-36.00,3.00
supine,0.01,-0.02,1.00,0.06,0.18,-0.18,33.00,-37.00,6.00
supine,0.01,-0.02,1.00,0.06,0.18,-0.18,34.00,-36.00,0.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,35.00,-35.00,4.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.18,33.00,-38.00,4.00
supine,0.01,-0.02,1.00,0.06,0.18,-0.12,32.00,-36.00,4.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,33.00,-35.00,4.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.18,34.00,-36.00,6.00
supine,0.01,-0.01,1.00,0.00,0.06,-0.24,32.00,-36.00,3.00
supine,0.01,-0.02,1.00,0.06,0.18,-0.24,32.00,-38.00,0.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,33.00,-37.00,2.00
supine,0.01,-0.02,1.00,0.00,0.18,-0.12,34.00,-37.00,1.00
supine,0.01,-0.02,1.00,0.00,0.18,-0.24,33.00,-36.00,4.00
supine,0.01,-0.02,1.00,0.00,0.18,-0.24,33.00,-37.00,1.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.18,34.00,-36.00,-2.00
supine,0.01,-0.02,1.00,0.00,0.18,-0.18,31.00,-36.00,3.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,33.00,-35.00,0.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.18,31.00,-37.00,3.00
supine,0.01,-0.01,1.00,0.00,0.12,-0.12,34.00,-36.00,2.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,33.00,-37.00,0.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.24,34.00,-36.00,5.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.12,36.00,-38.00,6.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.24,33.00,-36.00,3.00
supine,0.01,-0.02,1.00,0.00,0.18,-0.18,34.00,-37.00,5.00
supine,0.01,-0.02,1.00,0.00,0.06,-0.24,34.00,-35.00,4.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.12,33.00,-37.00,2.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.12,33.00,-36.00,5.00
supine,0.01,-0.02,1.00,0.12,0.12,-0.18,33.00,-36.00,1.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.24,34.00,-37.00,4.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.24,34.00,-36.00,2.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,32.00,-39.00,0.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.12,34.00,-38.00,0.00
supine,0.01,-0.02,1.00,0.00,0.06,-0.18,32.00,-35.00,0.00
supine,0.01,-0.01,1.00,0.00,0.18,-0.18,33.00,-37.00,7.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.18,34.00,-35.00,3.00
supine,0.01,-0.02,1.00,0.00,0.06,-0.18,33.00,-36.00,2.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,33.00,-36.00,0.00
supine,0.01,-0.01,1.00,0.06,0.12,-0.18,33.00,-37.00,0.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,35.00,-37.00,3.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.24,34.00,-37.00,4.00
supine,0.01,-0.01,1.00,0.00,0.12,-0.06,35.00,-38.00,3.00
supine,0.01,-0.01,1.00,0.00,0.12,-0.12,33.00,-36.00,5.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.18,34.00,-38.00,2.00
supine,0.01,-0.01,1.00,0.06,0.24,-0.12,34.00,-39.00,4.00
supine,0.01,-0.02,1.00,0.00,0.18,-0.18,34.00,-37.00,3.00
supine,0.01,-0.02,1.00,0.06,0.06,-0.24,32.00,-38.00,0.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.12,33.00,-38.00,5.00
supine,0.01,-0.02,1.00,0.00,0.18,-0.18,35.00,-39.00,4.00
supine,0.01,-0.01,1.00,0.00,0.12,-0.12,33.00,-35.00,3.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.24,32.00,-35.00,3.00
supine,0.01,-0.01,1.00,0.00,0.18,-0.24,33.00,-38.00,0.00
supine,0.01,-0.02,1.00,0.00,0.18,-0.24,33.00,-35.00,6.00
supine,0.01,-0.02,1.00,0.00,0.18,-0.18,34.00,-36.00,0.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.12,34.00,-36.00,1.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.24,32.00,-37.00,0.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.24,32.00,-37.00,2.00
supine,0.01,-0.02,1.00,-0.06,0.12,-0.18,33.00,-36.00,4.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,33.00,-36.00,1.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.18,33.00,-37.00,1.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,35.00,-36.00,2.00
supine,0.01,-0.01,1.00,0.06,0.12,-0.24,32.00,-34.00,3.00
supine,0.01,-0.02,1.00,0.00,0.18,-0.18,36.00,-36.00,0.00
supine,0.01,-0.01,1.00,0.06,0.18,-0.18,35.00,-37.00,3.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,34.00,-36.00,4.00
supine,0.01,-0.01,1.00,0.06,0.12,-0.18,33.00,-36.00,4.00
supine,0.01,-0.01,1.00,0.00,0.12,-0.24,33.00,-37.00,3.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,32.00,-36.00,3.00
supine,0.01,-0.01,1.00,-0.06,0.18,-0.18,34.00,-35.00,2.00
supine,0.01,-0.01,1.00,0.00,0.12,-0.18,33.00,-36.00,4.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,34.00,-34.00,4.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.24,32.00,-36.00,3.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,33.00,-38.00,0.00
supine,0.01,-0.01,1.00,0.00,0.12,-0.12,34.00,-35.00,6.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,34.00,-35.00,1.00
supine,0.01,-0.01,1.00,0.00,0.12,-0.12,34.00,-36.00,3.00
supine,0.01,-0.02,1.00,0.00,0.06,-0.18,35.00,-36.00,8.00
supine,0.01,-0.02,1.00,0.00,0.06,-0.18,33.00,-36.00,3.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.18,35.00,-34.00,-3.00
supine,0.01,-0.02,1.00,0.00,0.06,-0.18,33.00,-38.00,1.00
supine,0.01,-0.02,1.00,0.00,0.18,-0.18,33.00,-37.00,0.00
supine,0.01,-0.02,1.00,0.00,0.06,-0.18,35.00,-38.00,1.00
