Posture,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
supine,0.02,-0.02,1.00,-3.30,1.77,-0.24,48.00,-8.00,18.00
supine,0.02,-0.02,1.00,-0.79,0.61,-3.66,49.00,-10.00,20.00
supine,0.02,-0.02,1.00,-0.31,0.31,0.67,48.00,-8.00,17.00
supine,0.01,-0.02,1.00,0.06,0.18,0.37,49.00,-8.00,21.00
supine,0.02,-0.02,1.00,0.12,0.12,0.55,49.00,-11.00,20.00
supine,0.02,-0.02,1.00,0.12,0.12,-0.43,50.00,-12.00,20.00
supine,0.01,-0.02,1.00,-1.34,0.85,-0.12,49.00,-11.00,17.00
supine,0.01,-0.02,1.00,-1.46,0.67,-3.36,48.00,-8.00,20.00
supine,0.01,-0.03,1.00,0.00,0.24,-0.31,49.00,-8.00,20.00
supine,0.01,-0.02,1.00,-0.61,0.49,-2.26,49.00,-11.00,22.00
supine,0.02,-0.02,1.00,1.10,-0.24,3.36,46.00,-9.00,14.00
supine,0.02,-0.02,1.00,2.20,-0.98,0.06,48.00,-11.00,16.00
supine,0.02,-0.02,1.00,-0.12,0.12,0.12,49.00,-9.00,19.00
supine,0.01,-0.02,1.00,-0.31,0.12,-0.18,48.00,-8.00,20.00
supine,0.01,-0.02,1.00,-0.55,0.12,-0.24,49.00,-8.00,25.00
supine,0.02,-0.02,1.00,0.31,0.24,-0.24,48.00,-11.00,22.00
supine,0.02,-0.02,1.00,0.37,0.18,-0.24,49.00,-8.00,18.00
supine,0.02,-0.01,1.00,0.49,0.06,-0.06,49.00,-6.00,19.00
supine,0.02,-0.02,1.00,0.49,0.12,-0.18,47.00,-9.00,23.00
supine,0.02,-0.02,1.00,0.18,0.12,-0.24,48.00,-11.00,16.00
supine,0.02,-0.02,1.00,0.37,0.18,-0.31,48.00,-11.00,15.00
supine,0.02,-0.03,1.00,0.06,0.24,0.18,49.00,-9.00,22.00
supine,0.02,-0.02,1.00,0.00,0.24,-0.18,48.00,-9.00,19.00
supine,0.02,-0.02,1.00,-0.06,0.18,-0.12,49.00,-10.00,18.00
supine,0.01,-0.03,1.00,0.06,0.24,-0.24,48.00,-11.00,21.00
supine,0.02,-0.02,1.01,-0.31,0.31,-0.24,50.00,-8.00,16.00
supine,0.02,-0.02,1.01,0.55,0.06,0.55,48.00,-10.00,19.00
supine,0.01,-0.02,1.01,0.00,0.06,0.73,47.00,-8.00,18.00
supine,0.02,-0.02,1.00,1.28,-0.43,0.37,50.00,-9.00,22.00
supine,0.01,-0.03,1.01,-0.55,0.43,-0.24,47.00,-9.00,22.00
supine,0.02,-0.03,1.01,0.55,-0.06,-1.28,46.00,-6.00,19.00
supine,0.02,-0.02,1.00,0.31,-0.06,-0.06,48.00,-8.00,16.00
supine,0.01,-0.02,1.01,0.37,0.12,0.49,48.00,-9.00,18.00
supine,0.02,-0.02,1.01,0.06,0.18,0.00,49.00,-7.00,19.00
supine,0.01,-0.03,1.01,-0.06,0.24,0.00,46.00,-8.00,19.00
supine,0.01,-0.03,1.01,-0.06,0.18,-0.24,47.00,-7.00,21.00
supine,0.01,-0.03,1.01,-0.61,0.43,-0.24,48.00,-10.00,18.00
supine,0.01,-0.03,1.01,-0.79,0.55,0.00,47.00,-7.00,25.00
supine,0.01,-0.03,1.00,0.00,0.12,-0.24,48.00,-10.00,20.00
supine,0.01,-0.03,1.00,-0.55,0.37,-0.31,48.00,-8.00,19.00
supine,0.02,-0.03,1.01,0.85,-0.37,0.43,49.00,-9.00,20.00
supine,0.01,-0.04,1.00,-0.06,0.12,-0.24,48.00,-9.00,21.00
supine,0.01,-0.03,1.00,-0.12,0.18,-0.31,47.00,-6.00,18.00
supine,0.01,-0.04,1.00,1.89,-0.98,0.18,49.00,-9.00,18.00
supine,0.01,-0.03,1.00,-0.06,0.12,-0.18,48.00,-6.00,18.00
supine,0.01,-0.03,1.00,0.00,0.06,-0.24,48.00,-10.00,19.00
supine,0.01,-0.03,1.00,-0.06,0.24,-0.24,47.00,-9.00,22.00
supine,0.01,-0.03,1.00,-0.55,0.49,-0.49,48.00,-10.00,23.00
supine,0.01,-0.03,1.00,-0.67,0.49,-0.73,49.00,-8.00,21.00
supine,0.01,-0.03,1.00,-0.06,0.18,-0.61,47.00,-9.00,20.00
supine,0.01,-0.03,1.00,-1.71,1.10,-1.83,48.00,-7.00,23.00
supine,0.01,-0.03,1.00,-0.12,0.24,-0.18,48.00,-10.00,24.00
supine,0.01,-0.03,1.00,0.00,0.06,-0.24,49.00,-9.00,18.00
supine,0.01,-0.03,1.00,-0.73,0.61,0.00,47.00,-9.00,22.00
supine,0.01,-0.03,1.00,-0.06,0.18,-0.18,48.00,-7.00,21.00
supine,0.01,-0.03,1.00,-0.12,0.18,-0.06,46.00,-8.00,19.00
supine,0.01,-0.03,1.00,0.49,-0.18,-0.12,48.00,-7.00,23.00
supine,0.01,-0.03,1.00,-0.37,0.24,-0.12,47.00,-9.00,18.00
supine,0.01,-0.03,1.00,-0.12,0.12,-0.18,48.00,-12.00,23.00
supine,0.01,-0.03,1.00,0.06,0.00,-0.24,48.00,-9.00,22.00
supine,0.01,-0.03,1.00,0.06,0.06,-0.12,46.00,-9.00,19.00
supine,0.01,-0.03,1.00,0.00,0.06,-0.18,49.00,-8.00,15.00
supine,0.01,-0.03,1.00,-0.24,0.18,-0.12,46.00,-11.00,17.00
supine,0.01,-0.03,1.00,-0.49,0.37,-0.18,48.00,-9.00,20.00
supine,0.01,-0.03,1.00,-0.24,0.18,-0.31,49.00,-9.00,21.00
supine,0.01,-0.03,1.00,0.73,-0.24,-0.37,49.00,-11.00,21.00
supine,0.01,-0.03,1.00,0.12,0.00,-0.18,49.00,-8.00,22.00
supine,0.01,-0.03,1.00,-0.61,0.37,-0.31,48.00,-9.00,17.00
supine,0.01,-0.03,1.00,-0.18,0.18,-0.37,48.00,-10.00,22.00
supine,0.01,-0.03,1.00,-0.49,0.43,-0.31,46.00,-8.00,20.00
supine,0.01,-0.03,1.00,-0.55,0.43,-0.31,48.00,-9.00,17.00
supine,0.01,-0.03,1.00,-0.37,0.31,-0.24,49.00,-9.00,17.00
supine,0.01,-0.03,1.00,0.06,0.06,-0.12,49.00,-9.00,20.00
supine,0.01,-0.02,1.00,0.06,0.12,-0.24,49.00,-9.00,20.00
supine,0.02,-0.02,1.00,-0.79,0.49,-0.18,46.00,-8.00,21.00
supine,0.01,-0.02,1.00,0.98,-0.24,-0.18,50.00,-8.00,18.00
supine,0.01,-0.02,1.00,0.12,0.06,-0.06,47.00,-9.00,20.00
supine,0.01,-0.03,1.00,-0.12,0.12,-0.24,48.00,-10.00,14.00
supine,0.01,-0.03,1.00,0.12,0.00,-0.55,49.00,-11.00,21.00
supine,0.01,-0.03,1.00,-0.31,0.24,-0.24,49.00,-11.00,20.00
supine,0.01,-0.02,1.00,1.89,-0.79,-1.95,48.00,-6.00,22.00
supine,0.02,-0.02,1.00,0.12,0.06,-0.31,48.00,-8.00,16.00
supine,0.01,-0.02,1.00,-0.24,0.24,-0.18,48.00,-8.00,18.00
supine,0.01,-0.03,1.00,0.31,-0.06,-0.06,48.00,-9.00,20.00
supine,0.01,-0.03,1.00,-0.67,0.43,-0.12,49.00,-6.00,21.00
supine,0.01,-0.03,1.00,-1.34,0.79,-0.43,47.00,-10.00,22.00
supine,0.01,-0.03,1.00,-0.06,0.18,-0.18,49.00,-8.00,21.00
supine,0.01,-0.03,1.00,0.06,0.12,-0.18,49.00,-10.00,20.00
supine,0.01,-0.03,1.00,0.18,0.06,-0.12,49.00,-9.00,15.00
supine,0.01,-0.03,1.00,0.31,0.06,-0.31,48.00,-10.00,20.00
supine,0.01,-0.02,1.00,-0.49,0.37,-0.12,46.00,-9.00,15.00
supine,0.02,-0.02,1.00,-0.24,0.24,-0.12,48.00,-10.00,17.00
supine,0.01,-0.02,1.00,0.49,-0.12,-0.18,48.00,-10.00,16.00
supine,0.02,-0.02,1.00,0.00,0.12,-0.06,48.00,-13.00,21.00
supine,0.02,-0.02,1.00,0.31,-0.06,-0.24,48.00,-7.00,18.00
supine,0.02,-0.02,1.00,0.24,0.06,-0.18,48.00,-9.00,18.00
supine,0.02,-0.02,1.00,0.00,0.18,-0.12,50.00,-9.00,23.00
supine,0.01,-0.02,1.00,0.00,0.12,-0.18,49.00,-9.00,21.00
