Posture,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
side,-0.02,0.96,0.09,-3.78,0.37,-1.16,65.00,-2.00,-65.00
side,-0.01,0.96,0.05,-3.48,0.12,-1.89,65.00,-3.00,-67.00
side,-0.01,0.97,0.04,-0.18,-0.24,-0.67,61.00,0.00,-66.00
side,-0.01,0.96,0.03,-3.48,0.31,-1.40,63.00,-1.00,-71.00
side,0.00,0.97,0.01,-3.23,1.04,-1.59,63.00,-4.00,-66.00
side,0.01,0.96,0.01,-1.71,0.24,-0.98,63.00,-2.00,-69.00
side,0.00,0.96,0.01,-0.55,0.12,-0.55,61.00,-5.00,-67.00
side,0.01,0.96,0.01,-0.31,-0.24,-0.37,61.00,-4.00,-61.00
side,0.01,0.96,0.01,-0.73,0.12,-0.37,63.00,-3.00,-71.00
side,0.01,0.96,0.01,0.85,0.18,0.06,61.00,-3.00,-68.00
side,0.01,0.96,0.00,-0.92,0.18,-0.49,61.00,-2.00,-61.00
side,0.01,0.96,-0.01,-0.79,1.40,-0.43,62.00,-1.00,-70.00
side,0.01,0.96,-0.00,0.67,-0.31,0.00,60.00,-4.00,-69.00
side,0.01,0.96,0.00,-1.65,0.12,-0.49,61.00,-2.00,-68.00
side,0.01,0.96,0.00,-1.22,1.40,0.06,61.00,-2.00,-68.00
side,0.01,0.96,-0.00,-0.12,0.92,0.24,64.00,-3.00,-65.00
side,0.01,0.96,-0.01,-0.49,0.49,-0.24,63.00,-1.00,-70.00
side,0.01,0.96,-0.00,-0.12,0.31,-0.24,63.00,-2.00,-66.00
side,0.01,0.96,-0.01,0.31,1.16,-0.12,61.00,-2.00,-71.00
side,0.01,0.96,-0.01,-0.92,0.12,-0.18,62.00,-3.00,-65.00
side,0.01,0.96,-0.01,-0.92,0.49,-0.18,63.00,-1.00,-70.00
side,0.01,0.96,-0.00,0.31,-0.12,-0.18,61.00,-3.00,-67.00
side,0.01,0.96,-0.00,0.12,0.06,-0.12,63.00,-2.00,-69.00
side,0.01,0.96,-0.00,0.85,0.12,-0.18,63.00,0.00,-66.00
side,0.01,0.96,-0.00,0.31,0.12,-0.12,62.00,-4.00,-67.00
side,0.01,0.96,-0.00,-0.12,-0.31,-0.18,62.00,0.00,-67.00
side,0.01,0.96,0.00,0.61,0.18,-0.12,62.00,-3.00,-65.00
side,0.01,0.96,-0.00,-0.12,0.00,-0.24,62.00,-3.00,-67.00
side,0.01,0.96,0.00,0.12,-0.06,-0.12,62.00,-2.00,-70.00
side,0.01,0.96,-0.00,-0.06,0.00,-0.12,62.00,-2.00,-65.00
side,0.01,0.96,-0.00,0.00,0.37,-0.18,63.00,-1.00,-69.00
side,0.01,0.96,-0.00,-0.31,0.18,-0.12,64.00,-2.00,-66.00
side,0.01,0.96,0.00,-0.67,0.18,-0.18,62.00,-4.00,-73.00
side,0.01,0.96,-0.00,0.49,-0.12,-0.12,64.00,-2.00,-68.00
side,0.01,0.96,0.00,0.43,0.00,-0.18,60.00,-2.00,-68.00
